actor	1187 1151 780 788 831 899 1153 915 935 1241
actors	545 883 646 415 691 725 1106 682 741 386
acts	755 400 518 643 502 702 983 472 880 1168
actual	432 406 618 523 774 665 250 746 522 286
actualite	386 555 304 292 239 334 83 102 246 288
actually	1015 1097 889 649 626 832 850 706 697 625
ad	2287 1833 2530 2274 2687 2649 2204 2586 1621 2040
ada	293 583 533 263 519 103 218 222 231 367
adam	476 506 398 500 327 454 189 526 426 333
adamec	400 331 192 224 421 115 395 358 347 290
add	926 691 670 541 862 702 904 745 798 752
added	985 1437 1086 861 1247 1921 1031 1433 1298 1307
adding	597 318 703 534 401 476 724 287 544 462
addition	1902 2088 2017 1313 1714 2240 1532 1481 1321 1906
additional	2425 3015 2007 2215 2712 1864 2242 2239 2246 2405
additionally	371 323 157 349 172 382 417 427 183 249
address	583 608 821 633 940 1144 701 178 585 543
addressed	130 390 150 477 420 365 390 250 429 331
adjacent	123 495 302 431 157 267 482 313 212 468
adm1st	373 301 438 374 313 292 503 197 208 287
administered	526 365 491 386 739 133 443 306 423 496
administration	3615 3570 3055 3637 2911 4734 3257 3296 3192 3266
administrative	1711 1965 1699 1457 2214 1614 1881 1713 1664 1990
admiral	829 965 629 711 691 429 552 684 900 938
admitted	409 572 879 315 535 90 543 383 283 459
adopted	1918 1491 1428 1410 1795 993 1932 1729 1912 1649
adrar	1101 1509 941 1489 1184 1204 931 1797 1459 1879
adrian	238 315 392 235 487 475 472 106 409 131
adriatic	880 1173 949 690 1160 1011 800 820 588 824
adult	184 295 386 313 179 233 250 279 299 235
advance	1317 1446 1697 1730 995 1320 1489 1570 1400 1851
advanced	1099 1000 590 878 1000 1184 868 649 505 960
advancing	177 258 387 165 103 224 247 423 513 225
advantage	748 641 335 398 485 233 391 309 604 558
advice	261 401 487 364 118 278 79 276 390 291
adviser	429 384 240 69 138 630 315 444 308 374
advisers	92 437 277 247 510 280 302 428 477 295
advisor	484 883 385 407 902 635 774 597 1031 513
ae	162 327 529 251 172 382 123 202 172 211
aerial	330 713 650 515 434 564 581 515 763 498
af	3883 3034 3509 4354 4225 3614 4306 3227 3480 4641
afc	307 158 241 202 165 323 190 229 403 332
afeganistão	589 299 469 513 656 818 546 577 576 575
affairs	4534 4631 5193 5423 4511 4935 4076 5093 4519 5027
affected	569 461 629 749 831 515 596 573 756 606
affiliated	274 331 282 345 318 169 426 438 412 295
affiliation	321 374 412 379 411 404 612 407 110 223
affiliations	190 365 422 82 320 522 310 504 291 265
afg	775 1063 1284 853 870 791 1146 1003 1098 759
afganistan	1269 959 1146 1150 968 1404 1532 885 1411 926
afganistanu	159 365 113 284 282 92 238 246 232 455
afganistán	675 516 723 654 628 913 505 1106 724 693
afghan	61716 60514 61266 58791 56420 64085 61703 56870 59120 58435
afghani	1092 1576 1364 1268 1231 838 776 1155 880 1344
afghanis	430 420 144 544 480 367 462 722 588 192
afghanistan	167682 186171 179576 182288 193367 187218 195309 184954 180031 170716
afghanistannewscenter	323 282 411 319 447 464 254 572 149 521
afghanistans	532 644 236 516 356 216 181 424 585 110
afghans	5318 6473 6148 6459 5108 6459 5922 5925 5743 5774
afp	1453 1479 921 1313 1047 971 1480 1345 1289 1114
africa	13401 12163 14941 12125 13085 13141 13775 12637 14500 14560
african	7018 6682 7338 6401 6155 6740 7198 6454 8561 6880
afrique	371 673 406 340 378 446 479 529 306 543
afro	267 259 383 392 334 245 280 621 714 406
afshar	375 426 273 360 330 506 425 282 659 471
after	30977 33588 31027 31100 32489 30624 34186 32015 30729 33432
aftermath	879 776 897 399 1011 736 885 943 993 852
afterwards	656 225 322 380 771 649 367 554 339 532
afzal	433 176 135 314 241 246 369 247 215 156
ag	342 400 363 361 315 323 459 586 263 490
aga	70 364 376 389 424 460 487 269 522 348
again	4203 3835 3403 3333 4123 3755 3450 3905 3734 3503
against	18927 18783 18648 17436 18495 19214 18961 19818 17853 17876
age	6877 7987 7607 8429 8323 8359 7328 8021 7416 7716
aged	323 176 38 528 441 746 319 312 270 192
agence	305 171 186 249 375 239 308 302 113 299
agencies	1324 627 932 1619 1105 969 683 641 974 1113
agency	2495 2991 3365 3332 3066 3847 3032 3090 3298 4179
agent	1082 670 787 832 1210 1057 650 591 1178 1057
agents	699 717 875 767 1070 498 530 741 555 987
ages	692 889 902 662 724 934 1049 1226 931 595
agha	455 967 910 460 812 624 584 331 781 568
agim	713 652 605 252 263 482 267 442 538 1003
ago	753 629 480 441 382 673 440 534 377 273
agree	374 824 455 669 760 503 430 638 476 396
agreed	1642 1187 2025 1960 1768 1479 1905 1383 1420 1627
agreement	3491 3506 3855 2997 3103 2521 3395 3074 2049 3105
agreements	492 477 534 602 432 518 956 649 652 443
agrees	284 270 224 193 509 377 498 225 185 206
agricultural	1585 1378 1642 1447 1223 665 1437 1226 1187 1422
agriculture	1538 2074 1412 1923 2133 1870 1276 2212 1838 1605
ah	435 549 651 665 272 411 509 409 327 235
ahaggar	275 526 594 529 852 303 203 318 397 159
ahead	858 753 527 497 374 1032 859 876 154 1060
ahmad	4488 4882 4603 5008 5424 5388 4987 5038 5089 5088
ahmadi	253 368 405 233 233 436 384 340 239 261
ahmadzai	460 640 648 643 582 732 554 653 388 665
ahmed	3683 5442 4243 6067 4481 4615 5861 5020 5356 5539
ahmet	518 357 660 575 98 158 263 314 211 323
ahras	1214 1719 1162 1105 726 1020 688 658 1087 994
ahuskay	98 374 17 147 175 236 423 94 119 210
ai	410 563 587 385 805 704 676 883 555 567
aid	3449 6075 3139 4692 5224 4203 5230 4178 4141 3104
aida	92 75 267 365 154 302 261 190 349 249
aide	346 504 272 444 56 267 55 327 467 95
aim	450 486 750 451 735 534 557 614 622 491
aimed	468 546 1045 485 932 780 1036 836 515 610
aims	450 649 550 834 772 722 555 526 746 659
ain	2947 2126 3194 3222 2092 2085 3109 2796 2801 2389
aip	295 198 610 344 359 578 428 356 472 501
air	10335 12212 12144 10991 10274 12786 12438 12609 12161 13013
airborne	908 1386 1194 934 1177 1574 877 842 1184 967
aircraft	4726 4734 4768 3404 4184 5051 4656 4612 4346 5476
airfield	1086 760 974 669 1097 792 678 1466 1002 1064
airline	758 960 908 1199 1287 958 1197 745 881 787
airlines	2097 2278 2536 2909 2646 1691 2421 2318 2922 2691
airplane	186 282 390 182 349 488 207 144 576 207
airport	10081 10455 10548 10191 10951 9922 10001 10835 9288 9761
airports	724 616 948 1321 1205 1157 1207 1231 1585 960
airstrike	1145 1006 1682 1274 924 1253 1455 1622 1165 1601
airstrikes	384 359 719 1019 697 773 955 537 673 929
airways	1036 1092 982 467 765 1311 406 507 583 880
aissa	184 213 275 164 412 18 267 165 153 103
ait	381 508 453 800 502 635 350 663 324 687
ak	198 384 366 417 300 64 271 202 252 462
aka	213 451 306 462 310 413 237 398 341 284
akbar	273 1373 746 896 774 740 872 372 1016 513
al	19701 22667 20447 23755 23141 21078 21931 22422 22312 20919
alam	422 458 703 537 594 426 396 196 552 223
alb	1975 1868 1790 2069 1627 2241 2188 1925 2213 1727
alba	191 188 460 362 374 260 176 293 476 378
alban	372 582 219 139 342 525 368 303 281 285
albanese	154 100 812 219 370 294 168 319 227 145
albania	115206 120621 115005 118758 116954 115842 121688 119854 113947 115941
albanian	40091 39281 38495 39864 41142 42222 37842 40972 39230 36333
albanianhistory	461 388 373 146 470 363 277 252 393 191
albanians	5247 5467 6019 5810 6954 5563 6468 6522 6154 6275
albanie	778 729 603 1008 1380 934 918 1612 1202 1362
albanien	1074 1157 1194 1410 1035 1415 1414 975 1307 733
albaniens	162 520 449 330 361 241 233 182 305 207
albanii	327 268 268 231 521 272 364 335 184 539
albanië	406 465 626 509 464 257 316 145 152 376
albanoi	297 98 66 88 136 153 456 434 175 166
albert	317 260 540 664 420 847 671 207 1159 498
album	83 257 137 367 284 349 698 254 526 346
albánia	407 353 211 492 118 230 169 134 364 122
albânia	439 804 702 490 892 815 332 524 533 527
alex	534 228 99 298 333 502 177 375 386 337
alexander	2368 1835 2174 2367 1129 1990 2159 2843 2874 2652
alexandria	497 533 242 353 182 356 398 418 323 309
alexios	205 137 291 433 199 275 45 357 222 283
alfonso	149 312 718 373 186 316 371 209 451 472
alfred	563 381 580 464 602 620 329 694 295 710
alg	2687 3127 3440 3223 3031 2911 2568 3133 4212 3259
alger	4397 4692 5259 3780 3913 4272 4757 4464 3575 4547
algeria	141584 134142 132320 132073 125601 131551 125494 134754 137253 139190
algerian	23742 24340 21673 26702 22330 25316 25487 24148 25062 23146
algerians	928 1571 960 1125 1625 980 1435 1408 965 878
algerie	1089 1746 1622 1266 1249 1701 1320 1145 1260 1680
algerien	689 536 684 372 255 757 338 597 543 605
algeriet	224 561 315 561 131 373 514 205 414 240
algerije	184 284 213 530 264 409 251 146 238 186
algiers	11209 12434 11784 12534 10054 12253 12799 12939 12337 12926
algérie	3124 4545 3266 3782 3266 3486 2916 3873 2700 3911
algérien	1196 534 703 754 461 865 558 1337 522 410
algérienne	458 631 663 709 305 482 315 394 241 642
ali	8309 7500 7412 7344 7752 8036 7300 8545 8175 6672
alia	544 868 1140 919 959 1106 1273 1077 735 1021
align	38990 37722 39243 39776 39473 39128 38048 39101 40153 41064
aligned	310 195 417 329 238 218 205 336 318 564
alive	389 476 385 332 458 260 219 647 167 470
aljazair	303 206 237 329 435 322 177 343 139 308
aljazeera	968 362 499 719 612 748 688 658 461 569
aljeria	333 305 320 372 359 214 335 187 146 75
all	18507 20772 19323 20358 20583 18345 20448 21400 20477 18781
allah	466 507 426 398 432 422 715 401 377 353
allegations	656 859 852 706 558 1216 766 852 901 696
alleged	1326 1260 1062 814 1135 1264 2135 840 1018 710
allegedly	978 806 560 631 764 522 1092 685 1077 616
allegiance	675 1267 697 863 828 509 834 811 721 829
alliance	4677 3946 4587 3638 4534 4436 3934 3896 4716 3375
allied	1082 2188 1264 1496 859 1063 1243 1701 1022 1040
allies	2310 1845 2120 1959 2783 2762 2184 2057 2432 2426
allow	778 663 1171 734 912 719 1204 784 1070 1027
allowed	1596 2219 1684 2167 1618 1921 1298 1608 1972 1868
allowing	715 453 589 646 484 686 714 638 644 640
allows	269 280 217 343 198 135 364 150 482 182
ally	553 810 613 812 350 971 602 393 758 948
alma	626 607 339 360 918 428 262 365 840 568
almohad	264 238 208 168 151 521 261 470 550 506
almost	2015 2352 2341 2910 2325 1753 1708 1907 2015 1672
alone	591 1032 476 405 715 412 330 928 705 731
along	4434 5075 4923 5099 5879 4414 4722 4854 4735 4489
alongside	714 544 852 811 770 526 1039 913 538 562
alpha	363 493 484 187 237 462 259 557 474 669
alphabet	1015 1316 1141 745 1340 1215 1192 919 1290 1004
alphafile	0 0 0 0 0 0 0 0 0 2
alpine	445 505 519 412 540 425 632 147 463 441
alps	201 110 544 84 487 248 86 530 88 199
already	1412 1539 2206 2492 1714 2253 2264 2009 1916 2411
also	34891 34456 33518 32718 32369 33993 31511 31759 33718 33836
alt	2747 3145 2818 3000 3001 3214 1673 2738 2386 3095
alt1	414 376 524 172 116 231 238 632 428 341
alternative	6069 6381 5611 5689 6668 6989 6681 6107 6573 6406
although	4367 4216 4362 5073 5222 4325 5763 4359 4878 4051
altin	283 202 420 158 279 90 128 293 162 163
altitude	453 259 270 275 488 581 375 125 438 635
alumni	546 975 688 611 433 647 619 1032 693 730
always	1093 1055 1310 788 1544 596 1260 767 1362 612
am	956 1247 1113 970 1273 1057 1651 1253 1564 1341
aman	436 436 307 329 514 434 354 239 218 309
amanullah	1627 1646 1347 1817 1674 1637 1670 1272 1333 803
amar	784 426 327 565 432 740 661 615 677 637
amateur	549 526 503 579 520 613 309 777 634 824
ambassador	2950 3118 3327 3156 3983 3298 3626 4205 3032 3003
ambassadors	1092 979 1130 1053 1061 943 946 746 821 1050
ambush	1285 1224 856 1205 878 1378 1395 1685 1706 1410
ambushed	651 727 622 482 828 560 537 712 491 781
america	1867 1940 2396 3173 2567 2087 2356 2101 2409 2232
american	7966 7341 7592 7526 7951 8202 7067 7171 7877 9438
americans	2741 3243 2847 3248 3000 3678 3687 4352 2487 3361
americas	353 219 165 256 342 391 487 213 133 260
amid	291 596 421 290 451 353 336 514 153 531
amin	2535 2530 2919 3067 2724 2680 3727 3057 2691 2922
amir	3548 4954 3533 3719 3377 3480 4612 4814 3976 4622
ammunition	924 657 831 801 705 945 854 961 808 1062
amnesty	1123 1182 1137 1327 1304 1268 1397 1084 807 1488
among	6033 6547 5868 5153 5242 5406 6827 6076 5504 5372
amongst	445 349 810 534 514 738 760 1140 570 468
amount	1121 1070 940 1570 752 1243 1137 1019 869 768
amounts	288 215 220 576 163 169 138 232 523 462
amu	768 642 545 451 681 587 646 687 876 738
ana	1533 1401 986 944 1441 1432 1327 1918 1482 1111
anaconda	417 407 338 454 448 519 342 472 367 621
analysis	950 813 744 564 1052 1150 878 648 853 945
analysts	363 287 841 211 420 326 724 596 616 294
ancestors	94 275 291 381 157 136 82 289 183 289
ancestry	350 284 214 200 330 252 262 228 193 169
anchor	340 794 535 444 763 487 271 829 988 702
ancient	6007 4582 5832 6066 6103 6026 5505 6312 4805 6443
anderson	227 282 386 293 82 371 288 262 201 229
andrew	778 1090 690 588 955 820 461 893 1114 398
angeles	525 657 335 849 625 371 379 854 780 621
anger	173 242 176 579 449 349 200 325 373 481
anglo	1144 805 1069 1141 1062 829 816 1097 870 1335
angola	452 525 315 565 373 548 658 633 823 375
angry	165 297 272 339 396 230 307 256 470 212
angus	1059 780 622 952 689 1033 611 755 1188 950
animal	632 1021 401 687 387 577 978 668 562 657
animals	790 363 201 436 475 607 437 406 448 316
anjeza	351 495 296 241 521 130 370 257 203 164
anjou	777 457 386 254 628 438 331 360 610 297
anna	307 632 195 438 399 353 424 252 316 613
annaba	1996 1995 2017 1868 1834 2729 2221 2059 2753 2455
anne	151 144 249 159 156 260 211 342 311 262
annexed	379 511 247 169 372 544 159 343 307 414
anniversary	267 432 493 538 978 526 337 303 336 264
announced	2979 3675 3570 3455 3536 3609 3058 3401 3638 2788
announcement	399 454 319 302 227 211 463 253 814 61
announces	302 510 525 381 432 220 436 170 504 366
annual	1183 1098 1298 1176 1525 962 1181 977 638 1102
anonymous	483 104 430 140 378 263 88 423 4 227
another	5910 7097 6728 7730 7392 6631 7049 6741 7340 6091
anp	424 534 296 364 421 967 252 343 505 491
antar	109 229 407 510 141 242 270 443 609 214
anthem	288 500 887 748 423 400 257 617 547 449
anthony	303 265 404 825 1004 405 582 841 439 521
anti	4743 3952 4441 3656 4677 4142 4272 4355 3966 3303
antioch	171 148 257 214 121 208 365 283 91 285
antiquity	1051 565 539 496 606 855 487 860 928 721
antonio	166 311 345 703 356 704 297 715 186 376
antonov	446 551 304 84 198 109 275 390 378 281
anwar	514 306 733 325 472 357 444 522 463 478
any	5765 6652 5076 6042 5802 6259 5675 6843 6043 4603
anyone	515 303 457 281 540 412 338 139 318 664
anything	633 380 273 268 576 321 454 300 629 388
ap	1781 2111 2174 2135 1452 1675 1529 2221 1592 2001
apache	399 280 752 134 560 234 450 208 301 230
apart	549 464 766 374 760 679 801 395 314 440
apollon	124 303 170 61 182 175 461 105 489 210
apollonia	206 497 310 682 534 656 653 525 481 589
apolonia	1175 1441 996 681 937 948 1207 993 1031 1254
apostolic	415 307 719 417 548 498 438 759 568 283
apparent	423 472 338 270 321 453 515 433 620 234
apparently	227 600 1015 491 669 489 506 816 635 559
appeal	370 336 550 518 553 561 791 364 423 640
appeals	276 245 298 286 192 309 320 387 375 45
appear	672 1051 602 407 975 1008 863 897 826 659
appearance	670 645 658 1032 612 673 417 548 862 581
appearances	670 687 834 908 966 1227 664 537 698 711
appeared	1426 1206 799 772 1182 726 1298 1373 1113 937
appears	965 1125 613 1209 919 740 1166 1131 1167 1124
application	121 420 242 398 148 142 201 204 524 323
applied	855 689 629 488 727 388 784 677 931 610
apply	333 291 310 273 273 381 339 234 113 201
appointed	3403 3599 3811 3774 3331 3181 2347 3023 3730 2796
appointment	378 177 555 412 465 619 681 448 417 299
approach	586 264 692 604 723 802 477 768 785 657
approached	474 520 645 316 443 617 440 180 562 300
appropriate	133 386 271 434 216 397 354 177 173 509
approval	240 307 472 165 273 210 350 470 363 264
approve	402 124 387 373 297 196 69 319 620 445
approved	1114 1306 1304 1249 1378 1238 1409 1120 1293 1106
approximately	2408 3069 2500 2198 2923 2252 2540 2360 1826 2350
apps	424 765 655 725 373 945 839 687 625 1236
apr	929 565 601 654 728 611 626 1000 585 506
april	13949 13070 13091 14137 13476 13860 13884 13161 13592 13206
aquila	65 491 435 135 323 209 124 260 369 340
ar	11036 9027 10317 10477 10686 10150 10732 10356 10498 10221
arab	6134 6355 5279 5277 5072 4708 6202 4868 5122 5055
arabia	1196 1787 1533 1686 2149 1857 1851 1926 1708 1658
arabian	246 416 375 301 278 110 308 237 324 236
arabic	8067 6784 7775 7482 7627 8063 7537 7139 8024 6973
arabs	833 655 1175 1310 1108 1461 1649 876 1091 1135
arachosia	156 365 205 562 590 103 444 558 299 385
arb	504 358 439 494 388 700 269 477 217 440
arben	533 303 635 419 273 334 290 414 239 372
arbër	542 192 235 210 480 586 287 570 301 190
arch	200 119 507 487 281 530 139 210 276 261
archaeological	1165 1129 1164 1358 1167 953 1070 1406 1382 1242
archaeology	1067 239 660 854 638 1011 890 744 743 689
archaic	207 328 277 148 234 110 468 129 303 138
archbishop	520 492 807 642 480 380 685 469 701 817
archdiocese	413 435 555 413 262 252 244 302 434 313
architect	694 834 1156 582 1121 753 920 745 1527 854
architecture	1264 1117 945 1270 899 721 1161 916 1140 848
archive	3472 3311 2945 2980 3766 3291 2862 3107 4101 3049
archivedate	2527 3764 3396 4661 3342 2642 4418 3267 3143 2766
archives	823 1556 889 1330 692 1305 1020 996 1038 1075
archiveurl	3645 3022 2217 3165 2846 2697 2711 3059 2784 2588
ardian	113 144 252 276 153 306 143 161 209 203
ardit	177 197 247 94 208 192 368 377 175 494
area	51011 47228 50126 50339 49821 50024 47364 49028 50436 54150
areas	4853 5119 5245 5383 5984 6259 5150 5106 5605 4793
argelia	432 503 624 601 785 553 634 820 353 971
argentina	541 528 1106 455 500 412 470 399 868 1047
argentine	269 389 80 483 379 215 161 219 375 224
arghandab	802 352 937 565 371 736 353 679 445 392
argued	334 358 251 258 457 268 668 125 566 212
argélia	771 352 718 739 445 563 346 315 295 683
aria	208 318 413 231 245 92 472 182 291 256
ariana	1349 1308 1062 1263 1264 1082 850 1040 1101 563
arianiti	53 268 131 565 87 420 188 242 164 447
arid	309 196 146 409 432 365 351 415 314 437
arjan	369 412 458 257 259 240 370 524 108 252
arm	468 637 639 733 566 454 920 270 905 535
armed	4285 4398 4778 5313 4297 3659 3837 4562 4103 4903
armenia	805 846 857 605 954 731 1038 933 674 817
armenian	919 881 965 929 1071 1396 996 744 902 757
armenians	325 242 319 68 337 490 447 357 365 155
armies	716 624 684 978 690 849 955 649 598 755
armored	336 139 296 407 399 245 354 578 440 460
armoured	1187 876 551 962 665 856 676 426 677 451
arms	3497 3882 3326 4402 3774 3613 3882 4101 3956 4140
army	21578 20907 20081 20256 21643 22939 22971 23089 22876 21181
armée	520 507 579 542 454 622 675 371 269 731
arnavutluk	218 193 364 214 233 470 271 476 272 444
aromanian	380 353 462 267 489 315 630 462 499 451
aromanians	873 514 501 434 608 526 487 382 969 239
around	6548 8047 7180 8052 7454 7700 8506 7803 7971 8719
arranged	404 110 176 241 252 381 379 417 537 424
arrangements	257 282 406 355 288 277 331 95 339 422
arreridj	913 317 531 512 442 478 342 496 719 554
arrest	1210 1268 1288 1043 891 1385 1165 951 1188 1183
arrested	2311 2673 2257 2236 2551 1803 2069 2284 2113 1879
arrests	170 133 232 334 322 129 199 247 392 262
arrival	775 753 825 790 1117 1022 617 940 922 1277
arrive	236 333 333 123 448 354 327 439 111 277
arrived	1572 1527 1425 1285 1690 1248 1072 1755 1270 2199
arriving	186 122 566 230 257 468 351 371 112 180
arréridj	1506 575 652 1066 844 655 700 692 773 601
arsala	546 577 250 233 305 301 591 393 628 395
art	2146 2509 1819 2038 2894 2414 1921 1422 1682 1893
arta	300 156 394 222 430 345 327 166 104 202
arthur	154 338 79 15 275 367 376 130 313 184
article	17705 17466 16883 15314 16735 15893 14625 16849 14311 17064
articleid	107 418 201 417 253 359 388 292 109 169
articlenews	219 288 420 232 245 377 262 308 195 171
articles	6013 6302 6489 6224 7261 6105 6446 5799 6149 5558
artifacts	149 232 131 471 158 216 75 228 144 276
artikull	212 327 252 144 195 64 200 103 251 222
artillery	1896 1484 1441 1476 2264 1933 1856 1671 2240 2141
artist	1041 1175 1091 1642 667 1119 595 1077 860 974
artistic	318 507 214 298 71 202 398 521 795 177
artists	526 705 1219 635 689 350 1202 796 853 662
arts	1248 1833 1240 1334 1576 1406 1479 1091 1164 1139
aryan	260 669 686 346 168 572 344 626 478 262
arzew	485 401 351 559 286 310 402 417 452 593
asadabad	522 680 401 251 482 432 754 333 524 336
ashraf	454 667 643 989 469 511 595 604 770 1006
asia	15921 16199 14749 16622 15263 14693 14360 14724 14537 14112
asian	2793 2612 3133 2107 3167 2809 2479 2581 2462 2898
asiapcf	535 653 622 523 714 346 455 794 922 995
asiatic	253 215 488 480 667 795 296 561 701 498
aside	356 181 263 462 302 152 238 173 171 176
asii	100 258 69 244 138 170 11 149 64 195
ask	385 176 316 486 250 331 248 712 421 408
asked	1625 2042 1795 1317 1517 1356 1805 1734 1796 1306
asking	278 304 175 387 149 534 252 84 615 164
asm	776 454 382 307 336 403 393 627 418 485
aso	248 705 435 401 432 890 711 532 591 812
asp	2984 4225 3530 3286 3061 3274 3507 3538 3291 2924
aspect	84 205 271 319 185 115 313 243 192 165
aspects	183 335 509 277 332 301 371 330 234 444
asphalt	178 599 423 255 146 599 319 416 635 536
aspx	2882 2799 2373 2547 2519 2469 2945 2292 2023 3300
assassinated	1261 931 765 1193 1003 1345 960 1245 828 775
assassination	1721 1213 1456 1350 1194 1316 1448 1139 1212 1432
assault	2312 2193 2091 2196 2313 2679 1872 2108 2259 2279
assembly	4231 4267 4555 4349 5365 5239 4850 5276 3951 5289
assessed	2169 1609 2007 1868 1433 1600 1593 1906 1708 1655
assessment	457 418 481 298 770 496 244 759 602 356
assets	296 793 478 480 440 453 362 403 436 531
assigned	757 669 607 484 455 573 402 564 672 802
assist	490 609 512 623 722 1312 396 567 542 755
assistance	4421 5092 4475 4998 4250 4531 5461 3860 4634 4848
assistant	975 546 571 632 339 817 729 453 686 595
assisted	700 477 445 606 805 569 310 525 481 509
assoceditor	456 172 337 703 363 536 303 526 344 411
associate	234 458 312 292 96 314 365 388 294 330
associated	2270 3232 2217 2575 2693 2115 2965 2507 3322 2580
associates	161 424 343 428 162 239 173 368 188 269
association	6921 6991 7298 6161 5329 6572 6809 7169 7234 7139
associations	126 440 367 374 270 309 81 513 217 281
assumed	657 382 694 584 564 906 483 586 574 811
ast	392 388 302 465 506 477 463 331 279 92
astrit	343 599 196 161 182 382 161 285 95 257
asylum	366 430 639 446 207 603 473 496 260 579
athens	984 1343 1092 1093 916 1191 1333 1282 1288 1005
athlete	990 669 771 497 784 499 426 779 673 542
athletes	2480 1691 1959 1292 1913 1513 1446 1180 1785 1566
athletic	312 132 236 231 394 304 100 460 237 402
athletics	3042 3849 3361 4449 3758 3140 3796 4237 3727 2949
atimes	300 356 733 658 365 520 499 669 168 376
atlantic	395 470 636 456 464 379 794 322 366 616
atlas	1673 1256 976 968 1231 1261 1012 1505 1737 1353
atrocities	168 393 95 313 300 279 716 291 353 414
